,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/l),Engine(CC),Power(bhp),Seats,New_Price(Lakh),Brand
3176,Skoda Superb Elegance 1.8 TSI AT,Delhi,11113.96,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
3177,Maruti Wagon R LXI,Pune,3065.92,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5.0,,Maruti
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,5365.36,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5.0,,Volkswagen
3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,7664.8,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5.0,,Honda
3180,Maruti Eeco CNG 5 Seater AC,Ahmedabad,5702.61,2015,47001,CNG,Manual,First,20.0,1196,63.0,5.0,5.36,Maruti
3181,Maruti Wagon R VXI,Chennai,5288.71,2014,52000,Petrol,Manual,First,22.5,998,67.04,5.0,5.51,Maruti
3182,Maruti Swift Dzire VDI,Kolkata,6898.32,2013,43284,Diesel,Manual,First,23.4,1248,74.0,5.0,,Maruti
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,22013.31,2018,23875,Petrol,Automatic,First,13.0,1591,121.3,5.0,,Hyundai
3184,Hyundai Grand i10 Asta,Bangalore,8431.28,2016,51866,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
3185,Nissan Micra Diesel XV Premium,Mumbai,4598.88,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5.0,,Nissan
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,9320.4,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5.0,8.1,Hyundai
3187,Volkswagen Vento Diesel Highline,Chennai,7664.8,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5.0,,Volkswagen
3188,Toyota Fortuner 4x2 AT,Kochi,31042.44,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7.0,,Toyota
3190,Toyota Innova Crysta 2.8 GX AT,Pune,27593.28,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.97,Toyota
3191,Mercedes-Benz A Class A180 CDI,Pune,26826.8,2015,48300,Diesel,Automatic,First,20.0,2143,107.3,5.0,,Mercedes-Benz
3192,Hyundai EON D Lite,Pune,3219.22,2013,30000,Petrol,Manual,First,21.1,814,55.2,5.0,,Hyundai
3193,Hyundai Elantra CRDi SX,Bangalore,11497.2,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5.0,,Hyundai
3194,Mini Cooper 3 DOOR D,Kochi,37971.42,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4.0,34.89,Mini
3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,13260.1,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5.0,,Renault
3196,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,54420.08,2019,9000,Diesel,Automatic,First,10.91,3198,197.0,7.0,,Ford
3197,Toyota Corolla Altis GL MT,Delhi,16096.08,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5.0,,Toyota
3198,Mahindra XUV500 W7,Delhi,19928.48,2018,9000,Diesel,Manual,First,14.0,2179,155.0,7.0,16.4,Mahindra
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,40623.44,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5.0,1.66,BMW
3200,Maruti Wagon R LX BSIII,Ahmedabad,2146.14,2004,60000,Petrol,Manual,Second,17.3,1061,64.0,5.0,,Maruti
3201,Honda City i VTEC SV,Kochi,11512.53,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5.0,,Honda
3202,Maruti Swift VDI,Delhi,6591.73,2014,50000,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
3203,Honda City i-VTEC CVT VX,Mumbai,13719.99,2015,19000,Petrol,Automatic,First,18.0,1497,117.3,5.0,15.29,Honda
3204,Maruti Ertiga VDI,Kochi,10592.75,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7.0,,Maruti
3205,Renault Duster 110PS Diesel RxZ,Coimbatore,14946.36,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5.0,,Renault
3206,Maruti Swift Dzire VDi,Jaipur,6131.84,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5.0,,Maruti
3207,Maruti Ritz VDi,Hyderabad,5595.3,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5.0,,Maruti
3208,Mahindra XUV500 W8 4WD,Chennai,16479.32,2013,78000,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
3209,Honda Brio S MT,Kochi,6913.65,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5.0,,Honda
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,5671.95,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5.0,,Tata
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,19913.15,2014,158793,Diesel,Manual,First,12.8,2494,102.0,7.0,,Toyota
3213,Maruti Swift VXI,Delhi,6361.78,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5.0,,Maruti
3214,Hyundai Verna 1.6 EX VTVT,Kolkata,6745.02,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5.0,,Hyundai
3215,Honda Mobilio S i VTEC,Kolkata,6515.08,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7.0,,Honda
3216,Honda Amaze S i-Vtech,Mumbai,6515.08,2017,32005,Petrol,Manual,First,18.0,1198,86.7,5.0,,Honda
3217,Honda City i-VTEC CVT VX,Jaipur,11803.79,2017,35000,Petrol,Automatic,First,18.0,1497,117.3,5.0,14.67,Honda
3218,Land Rover Range Rover 2.2L Dynamic,Pune,60935.16,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5.0,,Land
3219,Honda City i-VTEC V,Mumbai,13030.16,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5.0,12.57,Honda
3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,10730.72,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5.0,,Mercedes-Benz
3221,Ford Ikon 1.3 Flair,Chennai,1226.37,2002,65134,Petrol,Manual,Third,13.8,1299,70.0,5.0,,Ford
3222,Toyota Fortuner 4x2 Manual,Delhi,23377.64,2013,71000,Diesel,Manual,First,13.0,2982,168.5,7.0,,Toyota
3223,Maruti A-Star Vxi,Hyderabad,3449.16,2008,51366,Petrol,Manual,First,19.0,998,66.1,5.0,,Maruti
3224,Tata Sumo EX,Kolkata,7434.86,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7.0,,Tata
3225,Honda City V AT,Coimbatore,9841.6,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5.0,,Honda
3226,Nissan Micra XV D,Chennai,3832.4,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5.0,9.48,Nissan
3227,Hyundai Verna SX CRDi AT,Hyderabad,8814.52,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5.0,,Hyundai
3228,Maruti 800 Std,Pune,766.48,2003,52000,Petrol,Manual,First,16.1,796,37.0,4.0,,Maruti
3229,Mahindra XUV500 W8 4WD,Coimbatore,17659.7,2015,42999,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
3230,Maruti SX4 VDI,Delhi,6898.32,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5.0,,Maruti
3231,Hyundai i20 Sportz AT 1.4,Bangalore,7281.56,2013,72000,Petrol,Automatic,First,15.0,1396,98.6,5.0,,Hyundai
3232,Hyundai Creta 1.6 CRDi SX,Coimbatore,20756.28,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5.0,,Hyundai
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,35886.59,2015,59630,Diesel,Automatic,First,13.0,2143,201.1,5.0,,Mercedes-Benz
3234,Toyota Fortuner 4x2 AT,Hyderabad,29509.48,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7.0,,Toyota
3235,Volvo S60 D4 KINETIC,Ahmedabad,30659.2,2015,34000,Diesel,Automatic,First,9.0,1984,181.0,5.0,,Volvo
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,19928.48,2011,70000,Diesel,Automatic,First,14.21,2143,203.0,5.0,,Mercedes-Benz
3237,Honda Accord 2.4 Elegance M/T,Chennai,6116.51,2010,80000,Petrol,Manual,First,10.2,2354,180.0,5.0,,Honda
3238,Honda Amaze S i-Dtech,Pune,7128.26,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
3239,Maruti Dzire ZDI,Ahmedabad,7128.26,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5.0,8.95,Maruti
3240,Maruti Swift LXI,Kolkata,4828.82,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5.0,,Maruti
3241,Toyota Corolla Altis G HV AT,Delhi,12646.92,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5.0,,Toyota
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,99642.4,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5.0,,Land
3243,Maruti Swift VDI,Chennai,6898.32,2012,63000,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,26826.8,2017,15050,Diesel,Manual,First,16.3,1956,170.0,5.0,23.19,Jeep
3245,Maruti Swift VXI BSIV,Mumbai,6607.06,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5.0,,Maruti
3246,Honda Jazz 1.2 SV i VTEC,Kochi,9504.35,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5.0,,Honda
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,5089.43,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5.0,,Volkswagen
3249,Honda Civic 2006-2010 1.8 V AT,Delhi,5748.6,2011,62000,Petrol,Automatic,First,12.9,1799,130.0,5.0,,Honda
3250,Toyota Etios G SP,Bangalore,7204.91,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5.0,,Toyota
3251,Hyundai Verna 1.6 SX VTVT,Chennai,9964.24,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5.0,,Hyundai
3252,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,11113.96,2009,185200,Diesel,Manual,First,12.8,2494,102.0,8.0,,Toyota
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,13704.66,2016,61717,Diesel,Manual,First,22.7,1598,118.0,5.0,,Maruti
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,11251.93,2018,8896,Petrol,Manual,First,19.0,1194,94.68,5.0,8.24,Ford
3255,Maruti Baleno Alpha 1.2,Delhi,10577.42,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5.0,,Maruti
3256,Honda Jazz V,Mumbai,9044.46,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5.0,8.71,Honda
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,10347.48,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5.0,,Hyundai
3258,Honda Amaze VX i-DTEC,Ahmedabad,6285.14,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
3259,Audi Q3 30 TDI Premium FWD,Mumbai,41389.92,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5.0,44.75,Audi
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,6898.32,2014,35000,Petrol,Manual,First,15.0,1598,103.52,5.0,,Skoda
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,22227.92,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5.0,,Audi
3262,Maruti Swift Dzire VDI,Jaipur,8048.04,2014,75074,Diesel,Manual,First,23.4,1248,74.0,5.0,,Maruti
3263,Tata Indica Vista Quadrajet LS,Kolkata,1839.55,2012,80000,Diesel,Manual,Second,22.3,1248,74.0,5.0,,Tata
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,7588.15,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8.0,,Toyota
3265,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,11497.2,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5.0,,Renault
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,73582.08,2015,7501,Petrol,Automatic,First,10.0,2996,333.0,4.0,87.57,Mercedes-Benz
3267,Honda Amaze S i-Dtech,Delhi,6821.67,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
3268,Mercedes-Benz GLE 350d,Coimbatore,91441.06,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,Mercedes-Benz
3269,Maruti Ritz VDi,Kochi,6714.36,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5.0,,Maruti
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,12110.38,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5.0,,Maruti
3273,Maruti Baleno Delta CVT,Coimbatore,11175.28,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5.0,8.57,Maruti
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,9197.76,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5.0,,Ford
3275,Mahindra XUV500 W8 2WD,Chennai,10270.83,2011,126000,Diesel,Manual,Third,16.0,2179,140.0,7.0,,Mahindra
3276,Maruti Alto LXi,Jaipur,2299.44,2009,63000,Petrol,Manual,First,19.7,796,46.3,5.0,,Maruti
3277,Mini Cooper 3 DOOR D,Kochi,36484.45,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4.0,35.0,Mini
3278,Mahindra XUV500 W8 4WD,Kochi,11911.1,2014,63288,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
3279,Hyundai Santro Xing GLS,Coimbatore,5089.43,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5.0,,Hyundai
3280,Maruti Swift VDI,Kochi,7572.82,2015,46561,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
3281,Mercedes-Benz A Class A180 CDI,Delhi,16862.56,2013,34000,Diesel,Automatic,Second,20.0,2143,107.3,5.0,,Mercedes-Benz
3282,Renault KWID RXT,Hyderabad,5212.06,2016,48000,Petrol,Manual,First,25.17,799,53.3,5.0,,Renault
3283,Maruti Swift VDI,Kochi,6392.44,2013,56263,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
3284,Maruti Zen LXI,Hyderabad,1916.2,2005,84060,Petrol,Manual,Second,17.3,993,60.0,5.0,,Maruti
3285,Hyundai Grand i10 Magna AT,Mumbai,8354.63,2016,9000,Petrol,Automatic,First,18.9,1197,82.0,5.0,,Hyundai
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,3970.37,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5.0,,Tata
3287,Mahindra XUV500 W10 AWD,Pune,18410.85,2015,87900,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,3755.75,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5.0,,Maruti
3289,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,44455.84,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5.0,,Audi
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,18380.19,2010,107000,Diesel,Automatic,First,14.84,2143,170.0,5.0,,Mercedes-Benz
3292,Honda City i VTEC CVT VX,Delhi,12110.38,2015,51000,Petrol,Automatic,First,18.0,1497,117.3,5.0,,Honda
3293,Toyota Innova 2.5 GX 7 STR,Pune,9581.0,2010,140000,Diesel,Manual,Third,12.8,2494,102.0,7.0,,Toyota
3294,Chevrolet Beat LT,Pune,2759.33,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5.0,,Chevrolet
3295,Maruti Wagon R LXI CNG,Delhi,4292.29,2013,62000,CNG,Manual,First,26.6,998,58.16,5.0,,Maruti
3296,Honda Jazz 1.2 S i VTEC,Mumbai,7511.5,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5.0,,Honda
3297,Nissan Micra XL Primo,Jaipur,3449.16,2010,75055,Petrol,Manual,First,18.06,1198,75.0,5.0,,Nissan
3298,Maruti Ciaz AT ZXi,Coimbatore,13628.01,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5.0,,Maruti
3299,Toyota Fortuner 4x2 AT,Mumbai,22994.4,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7.0,,Toyota
3300,Ford Aspire Ambiente Diesel,Kolkata,8661.22,2018,17000,Diesel,Manual,First,26.1,1498,99.0,5.0,7.56,Ford
3301,Maruti Ertiga ZDI,Jaipur,10730.72,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7.0,,Maruti
3302,Maruti Alto 800 LXI,Hyderabad,4522.23,2016,9370,Petrol,Manual,First,22.74,796,47.3,5.0,,Maruti
3303,Honda Brio V MT,Chennai,5058.77,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5.0,,Honda
3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,5365.36,2010,120000,Diesel,Manual,Second,16.2,1493,110.0,5.0,,Hyundai
3305,Honda City 1.5 GXI,Jaipur,3525.81,2007,75055,Petrol,Manual,First,12.8,1493,100.0,5.0,,Honda
3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,20986.22,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5.0,,Hyundai
3307,Toyota Etios Liva GD,Delhi,4752.18,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5.0,,Toyota
3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,19545.24,2014,12000,Petrol,Manual,First,13.44,2359,198.25,5.0,,Hyundai
3309,Hyundai Creta 1.6 CRDi SX Option,Pune,21078.2,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5.0,,Hyundai
3310,Honda Jazz 1.2 SV i VTEC,Chennai,10347.48,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5.0,,Honda
3311,Volkswagen Vento Diesel Comfortline,Chennai,8048.04,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5.0,,Volkswagen
3312,Mahindra XUV500 W6 2WD,Mumbai,13413.4,2015,82000,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
3313,Mahindra TUV 300 2015-2019 T8,Kochi,13597.36,2017,57259,Diesel,Manual,First,18.49,1493,100.0,7.0,,Mahindra
3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,9964.24,2010,84000,Petrol,Automatic,Second,11.1,2354,142.0,5.0,,Honda
3315,Maruti Ertiga VDI,Pune,6898.32,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7.0,,Maruti
3316,Mahindra Ssangyong Rexton RX5,Hyderabad,19162.0,2012,73670,Diesel,Manual,First,12.83,2696,162.0,7.0,,Mahindra
3317,Toyota Fortuner 4x2 AT,Delhi,25753.73,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7.0,,Toyota
3318,Maruti Ertiga ZDI,Hyderabad,13413.4,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7.0,,Maruti
3319,Hyundai Elantra CRDi SX AT,Pune,13030.16,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5.0,,Hyundai
3320,Hyundai i10 Magna 1.2,Kolkata,3387.84,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
3321,Maruti Omni MPI STD BSIV,Jaipur,2452.74,2012,126000,Petrol,Manual,First,16.8,796,34.2,5.0,,Maruti
3322,Honda Amaze VX AT i-Vtech,Delhi,9581.0,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5.0,,Honda
3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,3449.16,2007,69000,Petrol,Automatic,Second,12.9,1799,130.0,5.0,,Honda
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,39473.72,2019,29836,Diesel,Automatic,First,17.9,2143,136.0,5.0,43.07,Mercedes-Benz
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,10347.48,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5.0,,Skoda
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,9581.0,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5.0,,Maruti
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,7818.1,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5.0,,Ford
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,16479.32,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5.0,,Mercedes-Benz
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,8737.87,2016,75700,Diesel,Manual,First,24.0,1120,70.0,5.0,,Hyundai
3330,Volkswagen Vento Diesel Breeze,Bangalore,9121.11,2013,43000,Diesel,Manual,First,20.5,1598,105.0,5.0,,Volkswagen
3331,Chevrolet Beat Diesel LT,Kochi,3679.1,2012,42706,Diesel,Manual,First,25.44,936,56.3,5.0,,Chevrolet
3332,Mahindra Quanto C6,Mumbai,5350.03,2013,35000,Diesel,Manual,First,17.21,1493,100.0,7.0,,Mahindra
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,6131.84,2011,54348,Petrol,Automatic,First,19.2,1197,80.0,5.0,,Hyundai
3334,Toyota Etios Liva 1.4 GD,Delhi,5901.9,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5.0,7.83,Toyota
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,6055.19,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5.0,,Toyota
3336,Hyundai i10 Magna 1.2,Jaipur,4598.88,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5.0,,Hyundai
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,10270.83,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5.0,,Ford
3338,Maruti Ritz ZXi,Coimbatore,9412.37,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5.0,,Maruti
3339,Hyundai i20 Sportz AT 1.4,Bangalore,6745.02,2012,58000,Petrol,Automatic,Second,15.0,1396,98.6,5.0,,Hyundai
3340,Maruti Swift Dzire LDI,Pune,6515.08,2017,57000,Diesel,Manual,First,26.59,1248,74.0,5.0,,Maruti
3341,BMW 7 Series 2007-2012 750Li,Kochi,39749.65,2010,50161,Petrol,Automatic,First,8.77,4395,402.0,5.0,,BMW
3342,Maruti S Cross DDiS 320 Alpha,Kolkata,10730.72,2016,45000,Diesel,Manual,First,22.7,1598,118.0,5.0,,Maruti
3343,Toyota Fortuner 4x4 AT,Coimbatore,38507.96,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7.0,,Toyota
3344,Hyundai EON 1.0 Magna Plus Option O,Kochi,6821.67,2017,30711,Petrol,Manual,First,20.3,998,68.05,5.0,,Hyundai
3345,Hyundai i20 1.4 CRDi Magna,Kolkata,3679.1,2011,38277,Diesel,Manual,First,21.9,1396,90.0,5.0,,Hyundai
3346,Volkswagen Vento Diesel Highline,Pune,6637.72,2012,115000,Diesel,Manual,Second,20.54,1598,103.6,5.0,,Volkswagen
3347,Maruti Swift Dzire VXi AT,Coimbatore,10623.41,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5.0,,Maruti
3348,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,6515.08,2014,64000,Diesel,Manual,First,21.9,1396,90.0,5.0,,Hyundai
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,19162.0,2010,130923,Diesel,Automatic,First,14.21,2143,203.0,5.0,,Mercedes-Benz
3350,Hyundai Grand i10 Sportz,Chennai,7511.5,2015,15000,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
3351,Hyundai i20 1.4 CRDi Sportz,Mumbai,6898.32,2014,32720,Diesel,Manual,First,23.0,1396,90.0,5.0,,Hyundai
3352,Renault KWID RXT,Jaipur,4598.88,2016,12500,Petrol,Manual,First,25.17,799,53.3,5.0,,Renault
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,8891.17,2015,59800,Petrol,Automatic,First,16.9,1197,82.0,5.0,,Hyundai
3354,Volkswagen Vento Petrol Highline,Pune,5104.76,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5.0,,Volkswagen
3355,Chevrolet Cruze LTZ AT,Kochi,10148.2,2015,62242,Diesel,Automatic,First,14.39,1998,163.7,5.0,,Chevrolet
3356,Nissan Terrano XL 110 PS,Mumbai,8814.52,2015,54000,Diesel,Manual,Second,19.01,1461,108.5,5.0,,Nissan
3357,Hyundai Verna 1.6 SX,Hyderabad,9504.35,2012,65000,Diesel,Manual,First,22.32,1582,126.32,5.0,,Hyundai
3358,Maruti Celerio VXI AMT,Chennai,5365.36,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5.0,6.0,Maruti
3359,Maruti Wagon R LXI,Pune,3065.92,2010,71000,Petrol,Manual,First,18.9,998,67.1,5.0,,Maruti
3360,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,6131.84,2012,70000,Diesel,Manual,First,21.9,1396,88.8,5.0,,Hyundai
3361,Audi A4 1.8 TFSI,Mumbai,14563.12,2011,53000,Petrol,Automatic,First,12.3,1781,163.2,5.0,,Audi
3362,BMW X1 sDrive20d,Mumbai,26826.8,2013,43000,Diesel,Automatic,First,17.05,1995,184.0,5.0,,BMW
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,9366.39,2015,54000,Petrol,Automatic,First,14.3,1598,103.52,5.0,,Skoda
3364,Hyundai i10 Magna,Ahmedabad,5748.6,2014,51000,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
3365,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,9504.35,2007,78000,Diesel,Manual,Second,10.5,2835,107.2,6.0,,Mitsubishi
3366,Honda City i DTEC SV,Mumbai,9427.7,2014,25000,Diesel,Manual,First,26.0,1498,98.6,5.0,,Honda
3367,Maruti Alto K10 2010-2014 VXI,Pune,3679.1,2012,12600,Petrol,Manual,First,20.92,998,67.1,5.0,,Maruti
3368,Maruti Swift Ldi BSIII,Pune,3295.86,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248,75.0,5.0,,Maruti
3369,Hyundai Grand i10 Magna,Kolkata,5748.6,2016,21000,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
3370,Ford Figo Petrol ZXI,Mumbai,3295.86,2011,32000,Petrol,Manual,Second,15.6,1196,70.0,5.0,,Ford
3371,Hyundai Grand i10 SportZ Edition,Bangalore,7281.56,2015,50000,Petrol,Manual,First,18.9,1197,81.86,5.0,,Hyundai
3372,Maruti SX4 Vxi BSIV,Mumbai,3755.75,2010,47500,Petrol,Manual,First,15.5,1586,103.3,5.0,,Maruti
3373,Honda City i-VTEC VX,Mumbai,17092.5,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5.0,13.76,Honda
3374,Renault Duster 110PS Diesel RxZ AMT,Jaipur,13643.34,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5.0,14.11,Renault
3375,Honda Amaze S i-Dtech,Ahmedabad,6668.38,2014,61000,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,18395.52,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7.0,,Toyota
3377,BMW 3 Series 320d Highline,Mumbai,13030.16,2009,61500,Diesel,Automatic,Second,16.07,1995,181.0,5.0,,BMW
